"date","q1","id.trader","hh.maize.q6","hh.maize.q7","hh.maize.q8","hh.maize.q9","hh.maize.q10","hh.maize.q11","hh.maize.q12","hh.maize.q13.a","hh.maize.q13.b","hh.maize.q13.c","hh.maize.q13.d","hh.maize.q13.e","hh.maize.q13.f","hh.maize.q13.g","hh.maize.q13.h","hh.maize.q13.i","hh.maize.q13.j","hh.maize.q13.k","hh.maize.q14","hh.maize.q14b","hh.maize.q14c","hh.maize.value.q15a","hh.maize.value.q15b","hh.maize.value.q15c","hh.maize.value.q15d","hh.maize.value.q15e","hh.maize.value2.q16a","hh.maize.value2.q16b","hh.maize.value2.q16c","hh.maize.value2.q16d","hh.maize.value2.q16e","hh.maize.value2.q16f","hh.maize.value2.q16g","hh.maize.value2.q16h","hh.maize.value2.q16i","hh.maize.value2.q16j","hh.maize.q17","hh.maize.q17a.a","hh.maize.q17a.b","hh.maize.q17a.c","hh.maize.q17a.d","hh.maize.q17a.96","hh.maize.other_q17a","hh.maize.q18","hh.maize.other_q18","hh.maize.q19","hh.maize.other_q19","hh.maize.radius","hh.maize.q21","hh.maize.q22a","hh.maize.q22b","hh.maize.q22c","hh.maize.q22d","hh.maize.q22e","hh.maize.q22f","hh.maize.q22g","hh.maize.q23a","hh.maize.q23b","hh.maize.q23c","hh.maize.q23d","hh.maize.q23e","hh.maize.q23f","hh.maize.q23g","hh.maize.q24","hh.maize.q25.a","hh.maize.q25.b","hh.maize.q25.c","hh.maize.q25.d","hh.maize.q25.96","hh.maize.other_q25","hh.maize.q26.6","hh.maize.q26.b","hh.maize.q26.c","hh.maize.q26.d","hh.maize.q26.e","hh.maize.q26.96","hh.maize.other_q26","hh.maize.q27","hh.maize.q28","hh.maize.q29.a","hh.maize.q29.b","hh.maize.q29.c","hh.maize.q29.d","hh.maize.q29.e","hh.maize.q29.f","hh.maize.q29.g","hh.maize.q29.h","hh.maize.q29.i","hh.maize.q29.96","hh.maize.other_q29","hh.maize.q30.a","hh.maize.q30.b","hh.maize.q30.c","hh.maize.q30.d","hh.maize.q30.e","hh.maize.q30.f","hh.maize.q30.g","hh.maize.q30.96","hh.maize.other_q30","hh.maize.q31","hh.maize.q32","hh.maize.q33","hh.maize.q34","hh.maize.q34b","hh.maize.q35","hh.maize.q36.a","hh.maize.q36.b","hh.maize.q36.c","hh.maize.q36.d","hh.maize.q36.e","hh.maize.q36.96","hh.maize.other_q36","hh.maize.q37","hh.maize.q38","hh.maize.q39.a","hh.maize.q39.b","hh.maize.q39.c","hh.maize.q39.d","hh.maize.q39.e","hh.maize.q39.96","hh.maize.other_q39","hh.maize.q40","hh.maize.q40a","hh.maize.q40b","hh.maize.q40c","hh.maize.q40d","hh.maize.q40e","vilID","parID","subID","distID"
"7/25/2019","Yes","T0062",21,"Male","a","c","1/1/2012","1/1/2012","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","g","3",5,150,300,"n/a","n/a","Yes","1",10,80,900,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","1","No","n/a","No",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"I buy preservatives to a void pests.","n/a","No",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"n/a",4,3,3,4,5,5,1,6,4,1
"7/25/2019","Yes","T0063",40,"Male","a","b","1/1/2002","1/1/2002","Yes","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","70","No","n/a",65,35,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","f","n/a",10,500,300,"n/a","n/a","No","n/a",30,1000,800,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","Yes","2","Yes","300","No",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE," High competition among traders ",2,5,4,5,5,5,3,6,4,1
"7/25/2019","Yes","T0064",37,"Male","a","b","1/1/2000","1/1/2007","Yes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","40","No","n/a",50,20,0,30,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","c","40",100,2000,300,"n/a","n/a","Yes","500",20,1700,500,"n/a","n/a","Yes","1500","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","No","2","Yes","3000","Yes",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","No",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Improper inspection of scales hence resulting to wrong measurements",4,2,5,4,4,5,4,6,4,1
"7/25/2019","Yes","T0065",45,"Male","a","b","1/1/2004","1/1/2004","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","50","No","n/a",40,0,0,60,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","b","n/a",60,1000,260,"n/a","n/a","Yes","500",40,600,400,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,TRUE,TRUE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Tarpulins",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Give a good price.","Yes","Yes","2","Yes","50","Yes",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"n/a","n/a","No",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"n/a",1,3,3,5,5,5,1,4,4,1
"7/25/2019","Yes","T0066",42,"Male","a","a","1/1/2005","1/1/2005","Yes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","70","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","c","10",10,100,400,"n/a","n/a","No","n/a",40,800,1700,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","Yes","2","No","n/a","No",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",1,4,4,4,4,4,1,3,4,1
"7/25/2019","Yes","T0067",31,"Male","a","d","1/1/2009","1/1/2009","Yes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","80","No","n/a",60,0,0,40,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","i","n/a","n/a","n/a","f","n/a",50,2000,500,"n/a","n/a","No","n/a",100,6000,1100,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","Yes","2000","Yes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Less capital",1,5,4,4,5,5,2,6,4,1
"7/25/2019","Yes","T0068",45,"Female","a","c","1/1/2014","1/1/2014","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","g","10",20,400,300,"n/a","n/a","No","n/a",4,80,700,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,TRUE,FALSE,TRUE,"To get school fees","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","1","No","n/a","No",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"n/a",4,4,5,5,5,3,1,6,4,1
"7/25/2019","Yes","T0069",40,"Male","a","b","1/1/2004","1/1/2004","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","80","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","b","n/a",20,700,500,"n/a","n/a","No","n/a",12,1000,900,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","Yes","200","No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","No",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",4,5,4,5,5,5,1,2,4,1
"7/25/2019","Yes","T0070",28,"Male","a","d","1/1/2013","1/1/2013","Yes","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","60","No","n/a",60,20,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","f","n/a",30,150,400,"n/a","n/a","No","n/a",10,400,750,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","Yes","300","No",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",2,4,4,4,5,5,2,2,4,1
"7/25/2019","Yes","T0071",36,"Male","a","a","1/1/1998","1/1/1998","Yes","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","89","No","n/a",60,0,0,40,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","d","n/a",15,3000,300,"n/a","n/a","No","n/a",5,1000,800,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,FALSE,FALSE,TRUE,"When ever someone is in need of my maize","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","1000","Yes",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a","n/a","No",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",1,5,4,5,5,5,4,6,4,1
"7/25/2019","Yes","T0073",27,"Male","a","b","1/1/2018","1/1/2018","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a",90,0,0,10,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","d","n/a",5,3000,500,"n/a","n/a","Yes","2000",2,500,1400,"n/a","n/a","Yes","250","n/a",FALSE,FALSE,TRUE,TRUE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","Yes","1000","No",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","Yes",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Being cheated by farmers",1,3,4,4,5,5,1,5,4,1
"7/25/2019","Yes","T0057",30,"Male","a","d","1/1/2012","1/1/2012","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","85","No","n/a",80,20,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","i","n/a","n/a","n/a","d","n/a",10,10000,300,"n/a","n/a","Yes","1",23,400,1000,"n/a","n/a","Yes","1","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","1","Yes","100","Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Poor transport",1,3,4,4,5,2,1,1,5,1
"7/25/2019","Yes","T0058",43,"Male","a","c","1/1/1996","1/1/1996","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","85","No","n/a",85,15,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","i","n/a","n/a","n/a","b","n/a",60,14000,250,"n/a","n/a","Yes","100",30,4000,1500,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","No","n/a","Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Poor road transport",1,4,5,5,4,2,1,1,5,1
"7/24/2019","Yes","T0075",47,"Male","a","d","1/1/1986","1/1/1986","Yes","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","50","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","c","7",10,1000,300,"n/a","n/a","Yes","3000",10,2000,800,"n/a","n/a","No","n/a","n/a",TRUE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","1","Yes","1000","Yes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Transportation from the village",1,5,3,5,5,5,6,8,6,1
"7/24/2019","Yes","T0074",43,"Male","a","c","1/1/1996","1/1/1996","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a",50,0,0,50,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","i","n/a","n/a","n/a","d","n/a",10,2000,500,"n/a","n/a","Yes","100",0,999,1000,"n/a","n/a","Yes","100","n/a",FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","No","n/a","Yes",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",1,5,4,5,5,5,1,2,6,1
"7/24/2019","Yes","T0076",23,"Male","a","c","1/1/2010","1/1/2010","Yes","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","50","No","n/a",60,20,0,10,10,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","c","4",30,500,500,"n/a","n/a","Yes","130",15,800,850,"n/a","n/a","Yes","900","n/a",FALSE,FALSE,TRUE,TRUE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","1500","Yes",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","Yes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",4,4,5,5,5,5,1,3,6,1
"7/24/2019","Yes","T0077",32,"Male","a","d","1/1/2007","1/1/2007","Yes","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","55","No","n/a",80,10,0,10,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","e","10",20,1500,450,"n/a","n/a","No","n/a",30,3000,600,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,TRUE,FALSE,TRUE,"To avoid maize  weval to spoil my maize ,like insect( Kawukumi)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","100","Yes",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","Yes",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Farmers dont return back money being given to them,",4,5,4,5,5,5,1,8,6,1
"7/24/2019","Yes","T0078",40,"Male","a","b","1/1/2010","1/1/2010","Yes","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","50","No","n/a",80,20,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","96","Farmers  bring to  my store.","n/a","n/a","d","n/a",20,2000,350,"n/a","n/a","No","n/a",10,800,500,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,FALSE,FALSE,TRUE,"To get  capital.","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","No","1","Yes","500","Yes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","Yes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",1,5,4,4,5,5,5,8,6,1
"7/24/2019","Yes","T0079",30,"Male","a","d","1/1/2000","1/1/2000","Yes","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","60","No","n/a",40,0,0,60,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","d","n/a",20,1000,500,"n/a","n/a","No","n/a",7,200,900,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","No","n/a","No",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"n/a",2,4,5,5,5,5,5,8,6,1
"7/24/2019","Yes","T0080",37,"Male","a","d","1/1/2004","1/1/2004","Yes","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","60","No","n/a",100,0,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","e","6",20,1500,300,"n/a","n/a","No","n/a",8,700,800,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","Yes","400","Yes",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","No",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Sometimes farmers run away within your money deposit",1,5,5,5,5,5,6,8,6,1
"7/24/2019","Yes","T0081",40,"Male","a","d","1/1/1994","1/1/1994","Yes","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","50","No","n/a",70,0,0,30,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","g","7",30,1500,250,"n/a","n/a","No","n/a",20,400,700,"n/a","n/a","No","n/a","n/a",FALSE,TRUE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","300","No",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"He applies some pesticides on the maize to keep it safe from pest","n/a","No",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"He finds using a bicycle to collect maize very tiresome and inefficient because of long distances",1,5,4,5,5,5,1,5,6,1
"7/24/2019","Yes","T0082",29,"Male","a","d","1/1/2000","1/1/2000","Yes","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","70","No","n/a",70,30,0,0,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","c","n/a","n/a","n/a","e","5",40,400,300,"n/a","n/a","No","n/a",30,600,700,"n/a","n/a","No","n/a","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a","Yes","Yes","1","Yes","100","Yes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","n/a","No",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"n/a",4,5,4,5,5,3,1,6,6,1
"7/24/2019","Yes","T0083",40,"Male","a","b","1/1/2014","1/1/2014","Yes","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","80","No","n/a",80,0,0,20,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","d","n/a","n/a","n/a","e","6",4,20,400,"n/a","n/a","No","n/a",10,500,800,"n/a","n/a","No","n/a","n/a",TRUE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","Yes","Yes","2","No","n/a","No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a","n/a","No",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",2,4,4,5,5,5,1,10,6,1
